commune_id,commune_name,quartier_id,quartier_name,adresse_id,adresse_name,type_collecte,jour,type_semaine
1,FORT-DE-FRANCE,1,BALATA,28,Chemin Morne Laurent,Ordures ménagères (bac gris),Mercredi,
1,FORT-DE-FRANCE,1,BALATA,28,Chemin Morne Laurent,Ordures ménagères (bac gris),Samedi,
1,FORT-DE-FRANCE,1,BALATA,28,Chemin Morne Laurent,"Encombrants, déchets verts, DEEE (électroménagers)",Mercredi,Impaire
1,FORT-DE-FRANCE,1,BALATA,28,Chemin Morne Laurent,Emballages (bac jaune),Lundi,Paire
1,FORT-DE-FRANCE,1,BALATA,29,Chemin Morne Laurent : Impasse Homer Beauvins,Ordures ménagères (bac gris),Mercredi,
1,FORT-DE-FRANCE,1,BALATA,29,Chemin Morne Laurent : Impasse Homer Beauvins,Ordures ménagères (bac gris),Samedi,
1,FORT-DE-FRANCE,1,BALATA,29,Chemin Morne Laurent : Impasse Homer Beauvins,"Encombrants, déchets verts, DEEE (électroménagers)",Jeudi,Impaire
1,FORT-DE-FRANCE,1,BALATA,29,Chemin Morne Laurent : Impasse Homer Beauvins,Emballages (bac jaune),Lundi,Paire
1,FORT-DE-FRANCE,1,BALATA,30,Entrée Ivanès Duféal,Ordures ménagères (bac gris),Mardi,
1,FORT-DE-FRANCE,1,BALATA,30,Entrée Ivanès Duféal,Ordures ménagères (bac gris),Vendredi,
1,FORT-DE-FRANCE,1,BALATA,30,Entrée Ivanès Duféal,"Encombrants, déchets verts, DEEE (électroménagers)",Mercredi,Impaire
1,FORT-DE-FRANCE,1,BALATA,30,Entrée Ivanès Duféal,Emballages (bac jaune),Mardi,Impaire
1,FORT-DE-FRANCE,1,BALATA,31,Impasse Roland Garçon,Ordures ménagères (bac gris),Mardi,
1,FORT-DE-FRANCE,1,BALATA,31,Impasse Roland Garçon,Ordures ménagères (bac gris),Vendredi,
1,FORT-DE-FRANCE,1,BALATA,31,Impasse Roland Garçon,"Encombrants, déchets verts, DEEE (électroménagers)",Mercredi,Impaire
1,FORT-DE-FRANCE,1,BALATA,31,Impasse Roland Garçon,Emballages (bac jaune),Lundi,Paire
1,FORT-DE-FRANCE,1,BALATA,32,La Médaille,Ordures ménagères (bac gris),Mardi,
1,FORT-DE-FRANCE,1,BALATA,32,La Médaille,Ordures ménagères (bac gris),Vendredi,
1,FORT-DE-FRANCE,1,BALATA,32,La Médaille,"Encombrants, déchets verts, DEEE (électroménagers)",Mercredi,Impaire
1,FORT-DE-FRANCE,1,BALATA,32,La Médaille,Emballages (bac jaune),Lundi,Paire
1,FORT-DE-FRANCE,1,BALATA,33,Les Nuages à l'Alma,Ordures ménagères (bac gris),Mardi,
1,FORT-DE-FRANCE,1,BALATA,33,Les Nuages à l'Alma,Ordures ménagères (bac gris),Vendredi,
1,FORT-DE-FRANCE,1,BALATA,33,Les Nuages à l'Alma,"Encombrants, déchets verts, DEEE (électroménagers)",Mercredi,Impaire
1,FORT-DE-FRANCE,1,BALATA,33,Les Nuages à l'Alma,Emballages (bac jaune),Lundi,Paire
1,FORT-DE-FRANCE,1,BALATA,34,Lotisement Les Pitons,Ordures ménagères (bac gris),Lundi,
1,FORT-DE-FRANCE,1,BALATA,34,Lotisement Les Pitons,Ordures ménagères (bac gris),Jeudi,
1,FORT-DE-FRANCE,1,BALATA,34,Lotisement Les Pitons,"Encombrants, déchets verts, DEEE (électroménagers)",Jeudi,Impaire
1,FORT-DE-FRANCE,1,BALATA,34,Lotisement Les Pitons,Emballages (bac jaune),Mardi,Impaire
1,FORT-DE-FRANCE,1,BALATA,35,Lotissement La Carrière,Ordures ménagères (bac gris),Lundi,
1,FORT-DE-FRANCE,1,BALATA,35,Lotissement La Carrière,Ordures ménagères (bac gris),Jeudi,
1,FORT-DE-FRANCE,1,BALATA,35,Lotissement La Carrière,"Encombrants, déchets verts, DEEE (électroménagers)",Jeudi,Impaire
1,FORT-DE-FRANCE,1,BALATA,35,Lotissement La Carrière,Emballages (bac jaune),Mardi,Impaire
1,FORT-DE-FRANCE,1,BALATA,36,Lotissement La Norville,Ordures ménagères (bac gris),Mercredi,
1,FORT-DE-FRANCE,1,BALATA,36,Lotissement La Norville,Ordures ménagères (bac gris),Samedi,
1,FORT-DE-FRANCE,1,BALATA,36,Lotissement La Norville,"Encombrants, déchets verts, DEEE (électroménagers)",Jeudi,Impaire
1,FORT-DE-FRANCE,1,BALATA,36,Lotissement La Norville,Emballages (bac jaune),Mardi,Impaire
1,FORT-DE-FRANCE,1,BALATA,37,Lotissement Le Domaine de Bellevue,Ordures ménagères (bac gris),Lundi,
1,FORT-DE-FRANCE,1,BALATA,37,Lotissement Le Domaine de Bellevue,Ordures ménagères (bac gris),Jeudi,
1,FORT-DE-FRANCE,1,BALATA,37,Lotissement Le Domaine de Bellevue,"Encombrants, déchets verts, DEEE (électroménagers)",Jeudi,Impaire
1,FORT-DE-FRANCE,1,BALATA,37,Lotissement Le Domaine de Bellevue,Emballages (bac jaune),Mardi,Impaire
1,FORT-DE-FRANCE,1,BALATA,38,Lotissement Les Colibris,Ordures ménagères (bac gris),Lundi,
1,FORT-DE-FRANCE,1,BALATA,38,Lotissement Les Colibris,Ordures ménagères (bac gris),Jeudi,
1,FORT-DE-FRANCE,1,BALATA,38,Lotissement Les Colibris,"Encombrants, déchets verts, DEEE (électroménagers)",Jeudi,Impaire
1,FORT-DE-FRANCE,1,BALATA,38,Lotissement Les Colibris,Emballages (bac jaune),Mardi,Impaire
1,FORT-DE-FRANCE,1,BALATA,39,Lotissement Les Vallons,Ordures ménagères (bac gris),Lundi,
1,FORT-DE-FRANCE,1,BALATA,39,Lotissement Les Vallons,Ordures ménagères (bac gris),Jeudi,
1,FORT-DE-FRANCE,1,BALATA,39,Lotissement Les Vallons,"Encombrants, déchets verts, DEEE (électroménagers)",Jeudi,Impaire
1,FORT-DE-FRANCE,1,BALATA,39,Lotissement Les Vallons,Emballages (bac jaune),Mardi,Impaire
1,FORT-DE-FRANCE,1,BALATA,40,Lotissement L'Eventé,Ordures ménagères (bac gris),Lundi,
1,FORT-DE-FRANCE,1,BALATA,40,Lotissement L'Eventé,Ordures ménagères (bac gris),Jeudi,
1,FORT-DE-FRANCE,1,BALATA,40,Lotissement L'Eventé,"Encombrants, déchets verts, DEEE (électroménagers)",Jeudi,Impaire
1,FORT-DE-FRANCE,1,BALATA,40,Lotissement L'Eventé,Emballages (bac jaune),Mardi,Impaire
1,FORT-DE-FRANCE,1,BALATA,41,Lotissement Saint-Antoine,Ordures ménagères (bac gris),Mardi,
1,FORT-DE-FRANCE,1,BALATA,41,Lotissement Saint-Antoine,Ordures ménagères (bac gris),Vendredi,
1,FORT-DE-FRANCE,1,BALATA,41,Lotissement Saint-Antoine,"Encombrants, déchets verts, DEEE (électroménagers)",Mercredi,Impaire
1,FORT-DE-FRANCE,1,BALATA,41,Lotissement Saint-Antoine,Emballages (bac jaune),Mardi,Impaire
1,FORT-DE-FRANCE,1,BALATA,42,Nationale 3  : Route de Balata du pony de Chaînes à Tivoli,Ordures ménagères (bac gris),Mardi,
1,FORT-DE-FRANCE,1,BALATA,42,Nationale 3  : Route de Balata du pony de Chaînes à Tivoli,Ordures ménagères (bac gris),Jeudi,
1,FORT-DE-FRANCE,1,BALATA,42,Nationale 3  : Route de Balata du pony de Chaînes à Tivoli,Ordures ménagères (bac gris),Samedi,
1,FORT-DE-FRANCE,1,BALATA,42,Nationale 3  : Route de Balata du pony de Chaînes à Tivoli,"Encombrants, déchets verts, DEEE (électroménagers)",Jeudi,Impaire
1,FORT-DE-FRANCE,1,BALATA,42,Nationale 3  : Route de Balata du pony de Chaînes à Tivoli,Emballages (bac jaune),Mardi,Impaire
1,FORT-DE-FRANCE,1,BALATA,43,Quartier Barême,Ordures ménagères (bac gris),Mardi,
1,FORT-DE-FRANCE,1,BALATA,43,Quartier Barême,Ordures ménagères (bac gris),Vendredi,
1,FORT-DE-FRANCE,1,BALATA,43,Quartier Barême,"Encombrants, déchets verts, DEEE (électroménagers)",Mercredi,Impaire
1,FORT-DE-FRANCE,1,BALATA,43,Quartier Barême,Emballages (bac jaune),Mardi,Impaire
1,FORT-DE-FRANCE,1,BALATA,44,Ravine Blanche (2 voies),Ordures ménagères (bac gris),Mardi,
1,FORT-DE-FRANCE,1,BALATA,44,Ravine Blanche (2 voies),Ordures ménagères (bac gris),Vendredi,
1,FORT-DE-FRANCE,1,BALATA,44,Ravine Blanche (2 voies),"Encombrants, déchets verts, DEEE (électroménagers)",Mercredi,Impaire
1,FORT-DE-FRANCE,1,BALATA,44,Ravine Blanche (2 voies),Emballages (bac jaune),Mardi,Impaire
1,FORT-DE-FRANCE,1,BALATA,45,Résidence Les Mimosas,Ordures ménagères (bac gris),Mercredi,
1,FORT-DE-FRANCE,1,BALATA,45,Résidence Les Mimosas,Ordures ménagères (bac gris),Samedi,
1,FORT-DE-FRANCE,1,BALATA,45,Résidence Les Mimosas,"Encombrants, déchets verts, DEEE (électroménagers)",Jeudi,Impaire
1,FORT-DE-FRANCE,1,BALATA,45,Résidence Les Mimosas,Emballages (bac jaune),Mardi,Impaire
1,FORT-DE-FRANCE,1,BALATA,46,Résidence Les Ombrages,Ordures ménagères (bac gris),Mardi,
1,FORT-DE-FRANCE,1,BALATA,46,Résidence Les Ombrages,Ordures ménagères (bac gris),Jeudi,
1,FORT-DE-FRANCE,1,BALATA,46,Résidence Les Ombrages,Ordures ménagères (bac gris),Samedi,
1,FORT-DE-FRANCE,1,BALATA,46,Résidence Les Ombrages,"Encombrants, déchets verts, DEEE (électroménagers)",Mercredi,Impaire
1,FORT-DE-FRANCE,1,BALATA,47,Résidence Mangabés,Ordures ménagères (bac gris),Mardi,
1,FORT-DE-FRANCE,1,BALATA,47,Résidence Mangabés,Ordures ménagères (bac gris),Jeudi,
1,FORT-DE-FRANCE,1,BALATA,47,Résidence Mangabés,Ordures ménagères (bac gris),Samedi,
1,FORT-DE-FRANCE,1,BALATA,47,Résidence Mangabés,"Encombrants, déchets verts, DEEE (électroménagers)",Mercredi,Impaire
1,FORT-DE-FRANCE,1,BALATA,47,Résidence Mangabés,Emballages (bac jaune),Mardi,Impaire
1,FORT-DE-FRANCE,1,BALATA,48,Route de Balata : de Morne Laurent à Colson,Ordures ménagères (bac gris),Mercredi,
1,FORT-DE-FRANCE,1,BALATA,48,Route de Balata : de Morne Laurent à Colson,Ordures ménagères (bac gris),Samedi,
1,FORT-DE-FRANCE,1,BALATA,48,Route de Balata : de Morne Laurent à Colson,"Encombrants, déchets verts, DEEE (électroménagers)",Jeudi,Impaire
1,FORT-DE-FRANCE,1,BALATA,48,Route de Balata : de Morne Laurent à Colson,Emballages (bac jaune),Mardi,Impaire
1,FORT-DE-FRANCE,1,BALATA,49,Route de Balata : de Tivoli à Morne Laurent,Ordures ménagères (bac gris),Mercredi,
1,FORT-DE-FRANCE,1,BALATA,49,Route de Balata : de Tivoli à Morne Laurent,Ordures ménagères (bac gris),Samedi,
1,FORT-DE-FRANCE,1,BALATA,49,Route de Balata : de Tivoli à Morne Laurent,"Encombrants, déchets verts, DEEE (électroménagers)",Mercredi,Impaire
1,FORT-DE-FRANCE,1,BALATA,49,Route de Balata : de Tivoli à Morne Laurent,Emballages (bac jaune),Mardi,Impaire
1,FORT-DE-FRANCE,1,BALATA,50,Rue André Pélage,Ordures ménagères (bac gris),Mardi,
1,FORT-DE-FRANCE,1,BALATA,50,Rue André Pélage,Ordures ménagères (bac gris),Vendredi,
1,FORT-DE-FRANCE,1,BALATA,50,Rue André Pélage,"Encombrants, déchets verts, DEEE (électroménagers)",Mercredi,Impaire
1,FORT-DE-FRANCE,1,BALATA,50,Rue André Pélage,Emballages (bac jaune),Mardi,Impaire
1,FORT-DE-FRANCE,1,BALATA,51,Rue des Oisillons,Ordures ménagères (bac gris),Lundi,
1,FORT-DE-FRANCE,1,BALATA,51,Rue des Oisillons,Ordures ménagères (bac gris),Jeudi,
1,FORT-DE-FRANCE,1,BALATA,51,Rue des Oisillons,"Encombrants, déchets verts, DEEE (électroménagers)",Jeudi,Impaire
1,FORT-DE-FRANCE,1,BALATA,51,Rue des Oisillons,Emballages (bac jaune),Mardi,Impaire
1,FORT-DE-FRANCE,1,BALATA,52,Rue du Chataignier,Ordures ménagères (bac gris),Mardi,
1,FORT-DE-FRANCE,1,BALATA,52,Rue du Chataignier,Ordures ménagères (bac gris),Vendredi,
1,FORT-DE-FRANCE,1,BALATA,52,Rue du Chataignier,"Encombrants, déchets verts, DEEE (électroménagers)",Mercredi,Impaire
1,FORT-DE-FRANCE,1,BALATA,52,Rue du Chataignier,Emballages (bac jaune),Mardi,Impaire
1,FORT-DE-FRANCE,1,BALATA,53,Rue du Figuier,Ordures ménagères (bac gris),Mercredi,
1,FORT-DE-FRANCE,1,BALATA,53,Rue du Figuier,Ordures ménagères (bac gris),Samedi,
1,FORT-DE-FRANCE,1,BALATA,53,Rue du Figuier,"Encombrants, déchets verts, DEEE (électroménagers)",Jeudi,Impaire
1,FORT-DE-FRANCE,1,BALATA,53,Rue du Figuier,Emballages (bac jaune),Mardi,Impaire
1,FORT-DE-FRANCE,1,BALATA,54,Rue du Magnolia,Ordures ménagères (bac gris),Mardi,
1,FORT-DE-FRANCE,1,BALATA,54,Rue du Magnolia,Ordures ménagères (bac gris),Vendredi,
1,FORT-DE-FRANCE,1,BALATA,54,Rue du Magnolia,"Encombrants, déchets verts, DEEE (électroménagers)",Mercredi,Impaire
1,FORT-DE-FRANCE,1,BALATA,54,Rue du Magnolia,Emballages (bac jaune),Mardi,Impaire
1,FORT-DE-FRANCE,1,BALATA,55,Rue du Perroquet Vert,Ordures ménagères (bac gris),Lundi,
1,FORT-DE-FRANCE,1,BALATA,55,Rue du Perroquet Vert,Ordures ménagères (bac gris),Jeudi,
1,FORT-DE-FRANCE,1,BALATA,55,Rue du Perroquet Vert,"Encombrants, déchets verts, DEEE (électroménagers)",Jeudi,Impaire
1,FORT-DE-FRANCE,1,BALATA,55,Rue du Perroquet Vert,Emballages (bac jaune),Mardi,Impaire
1,FORT-DE-FRANCE,1,BALATA,57,Rue Ludger Biamba,Ordures ménagères (bac gris),Lundi,
1,FORT-DE-FRANCE,1,BALATA,57,Rue Ludger Biamba,Ordures ménagères (bac gris),Jeudi,
1,FORT-DE-FRANCE,1,BALATA,57,Rue Ludger Biamba,"Encombrants, déchets verts, DEEE (électroménagers)",Jeudi,Impaire
1,FORT-DE-FRANCE,1,BALATA,57,Rue Ludger Biamba,Emballages (bac jaune),Mardi,Impaire
1,FORT-DE-FRANCE,1,BALATA,58,Rue du Petit Buis,Ordures ménagères (bac gris),Mardi,
1,FORT-DE-FRANCE,1,BALATA,58,Rue du Petit Buis,Ordures ménagères (bac gris),Vendredi,
1,FORT-DE-FRANCE,1,BALATA,58,Rue du Petit Buis,"Encombrants, déchets verts, DEEE (électroménagers)",Mercredi,Impaire
1,FORT-DE-FRANCE,1,BALATA,58,Rue du Petit Buis,Emballages (bac jaune),Mardi,Impaire
1,FORT-DE-FRANCE,1,BALATA,1013,LOTISSEMENT LES HIBISCUS - Résidence Hibiscus,Ordures ménagères (bac gris),Mardi,
1,FORT-DE-FRANCE,1,BALATA,1013,LOTISSEMENT LES HIBISCUS - Résidence Hibiscus,Ordures ménagères (bac gris),Jeudi,
1,FORT-DE-FRANCE,1,BALATA,1013,LOTISSEMENT LES HIBISCUS - Résidence Hibiscus,Ordures ménagères (bac gris),Samedi,
1,FORT-DE-FRANCE,1,BALATA,1013,LOTISSEMENT LES HIBISCUS - Résidence Hibiscus,"Encombrants, déchets verts, DEEE (électroménagers)",Jeudi,Impaire
1,FORT-DE-FRANCE,1,BALATA,1013,LOTISSEMENT LES HIBISCUS - Résidence Hibiscus,Emballages (bac jaune),Lundi,Paire
1,FORT-DE-FRANCE,1,BALATA,1014,LOTISSEMENT LES HIBISCUS - Rue de la Lampe d'Aladin,Ordures ménagères (bac gris),Mardi,
1,FORT-DE-FRANCE,1,BALATA,1014,LOTISSEMENT LES HIBISCUS - Rue de la Lampe d'Aladin,Ordures ménagères (bac gris),Jeudi,
1,FORT-DE-FRANCE,1,BALATA,1014,LOTISSEMENT LES HIBISCUS - Rue de la Lampe d'Aladin,Ordures ménagères (bac gris),Samedi,
1,FORT-DE-FRANCE,1,BALATA,1014,LOTISSEMENT LES HIBISCUS - Rue de la Lampe d'Aladin,"Encombrants, déchets verts, DEEE (électroménagers)",Jeudi,Impaire
1,FORT-DE-FRANCE,1,BALATA,1014,LOTISSEMENT LES HIBISCUS - Rue de la Lampe d'Aladin,Emballages (bac jaune),Lundi,Paire
1,FORT-DE-FRANCE,1,BALATA,1015,LOTISSEMENT LES HIBISCUS - Rue des Glaïeuls,Ordures ménagères (bac gris),Mardi,
1,FORT-DE-FRANCE,1,BALATA,1015,LOTISSEMENT LES HIBISCUS - Rue des Glaïeuls,Ordures ménagères (bac gris),Jeudi,
1,FORT-DE-FRANCE,1,BALATA,1015,LOTISSEMENT LES HIBISCUS - Rue des Glaïeuls,Ordures ménagères (bac gris),Samedi,
1,FORT-DE-FRANCE,1,BALATA,1015,LOTISSEMENT LES HIBISCUS - Rue des Glaïeuls,"Encombrants, déchets verts, DEEE (électroménagers)",Jeudi,Impaire
1,FORT-DE-FRANCE,1,BALATA,1015,LOTISSEMENT LES HIBISCUS - Rue des Glaïeuls,Emballages (bac jaune),Lundi,Paire
1,FORT-DE-FRANCE,1,BALATA,1016,LOTISSEMENT LES HIBISCUS - Rue du Cassia Latta,Ordures ménagères (bac gris),Mardi,
1,FORT-DE-FRANCE,1,BALATA,1016,LOTISSEMENT LES HIBISCUS - Rue du Cassia Latta,Ordures ménagères (bac gris),Jeudi,
1,FORT-DE-FRANCE,1,BALATA,1016,LOTISSEMENT LES HIBISCUS - Rue du Cassia Latta,Ordures ménagères (bac gris),Samedi,
1,FORT-DE-FRANCE,1,BALATA,1016,LOTISSEMENT LES HIBISCUS - Rue du Cassia Latta,"Encombrants, déchets verts, DEEE (électroménagers)",Jeudi,Impaire
1,FORT-DE-FRANCE,1,BALATA,1016,LOTISSEMENT LES HIBISCUS - Rue du Cassia Latta,Emballages (bac jaune),Lundi,Paire
1,FORT-DE-FRANCE,1,BALATA,1017,LOTISSEMENT LES HIBISCUS - Rue du Chapeau L'Evêque,Ordures ménagères (bac gris),Mardi,
1,FORT-DE-FRANCE,1,BALATA,1017,LOTISSEMENT LES HIBISCUS - Rue du Chapeau L'Evêque,Ordures ménagères (bac gris),Jeudi,
1,FORT-DE-FRANCE,1,BALATA,1017,LOTISSEMENT LES HIBISCUS - Rue du Chapeau L'Evêque,Ordures ménagères (bac gris),Samedi,
1,FORT-DE-FRANCE,1,BALATA,1017,LOTISSEMENT LES HIBISCUS - Rue du Chapeau L'Evêque,"Encombrants, déchets verts, DEEE (électroménagers)",Jeudi,Impaire
1,FORT-DE-FRANCE,1,BALATA,1017,LOTISSEMENT LES HIBISCUS - Rue du Chapeau L'Evêque,Emballages (bac jaune),Lundi,Paire
1,FORT-DE-FRANCE,1,BALATA,1018,LOTISSEMENT LES HIBISCUS - Rue du Comessus,Ordures ménagères (bac gris),Mardi,
1,FORT-DE-FRANCE,1,BALATA,1018,LOTISSEMENT LES HIBISCUS - Rue du Comessus,Ordures ménagères (bac gris),Jeudi,
1,FORT-DE-FRANCE,1,BALATA,1018,LOTISSEMENT LES HIBISCUS - Rue du Comessus,Ordures ménagères (bac gris),Samedi,
1,FORT-DE-FRANCE,1,BALATA,1018,LOTISSEMENT LES HIBISCUS - Rue du Comessus,"Encombrants, déchets verts, DEEE (électroménagers)",Jeudi,Impaire
1,FORT-DE-FRANCE,1,BALATA,1018,LOTISSEMENT LES HIBISCUS - Rue du Comessus,Emballages (bac jaune),Lundi,Paire
1,FORT-DE-FRANCE,1,BALATA,1019,LOTISSEMENT LES HIBISCUS - Rue du Congéa,Ordures ménagères (bac gris),Mardi,
1,FORT-DE-FRANCE,1,BALATA,1019,LOTISSEMENT LES HIBISCUS - Rue du Congéa,Ordures ménagères (bac gris),Jeudi,
1,FORT-DE-FRANCE,1,BALATA,1019,LOTISSEMENT LES HIBISCUS - Rue du Congéa,Ordures ménagères (bac gris),Samedi,
1,FORT-DE-FRANCE,1,BALATA,1019,LOTISSEMENT LES HIBISCUS - Rue du Congéa,"Encombrants, déchets verts, DEEE (électroménagers)",Jeudi,Impaire
1,FORT-DE-FRANCE,1,BALATA,1019,LOTISSEMENT LES HIBISCUS - Rue du Congéa,Emballages (bac jaune),Lundi,Paire
1,FORT-DE-FRANCE,1,BALATA,1020,LOTISSEMENT LES HIBISCUS - Rue du Gerbéra,Ordures ménagères (bac gris),Mardi,
1,FORT-DE-FRANCE,1,BALATA,1020,LOTISSEMENT LES HIBISCUS - Rue du Gerbéra,Ordures ménagères (bac gris),Jeudi,
1,FORT-DE-FRANCE,1,BALATA,1020,LOTISSEMENT LES HIBISCUS - Rue du Gerbéra,Ordures ménagères (bac gris),Samedi,
1,FORT-DE-FRANCE,1,BALATA,1020,LOTISSEMENT LES HIBISCUS - Rue du Gerbéra,"Encombrants, déchets verts, DEEE (électroménagers)",Jeudi,Impaire
1,FORT-DE-FRANCE,1,BALATA,1020,LOTISSEMENT LES HIBISCUS - Rue du Gerbéra,Emballages (bac jaune),Lundi,Paire
1,FORT-DE-FRANCE,1,BALATA,1021,LOTISSEMENT LES HIBISCUS - Rue du Pendula,Ordures ménagères (bac gris),Mardi,
1,FORT-DE-FRANCE,1,BALATA,1021,LOTISSEMENT LES HIBISCUS - Rue du Pendula,Ordures ménagères (bac gris),Jeudi,
1,FORT-DE-FRANCE,1,BALATA,1021,LOTISSEMENT LES HIBISCUS - Rue du Pendula,Ordures ménagères (bac gris),Samedi,
1,FORT-DE-FRANCE,1,BALATA,1021,LOTISSEMENT LES HIBISCUS - Rue du Pendula,"Encombrants, déchets verts, DEEE (électroménagers)",Jeudi,Impaire
1,FORT-DE-FRANCE,1,BALATA,1021,LOTISSEMENT LES HIBISCUS - Rue du Pendula,Emballages (bac jaune),Lundi,Paire
1,FORT-DE-FRANCE,1,BALATA,2193,Impasse Détour bourdin,Ordures ménagères (bac gris),Mardi,
1,FORT-DE-FRANCE,1,BALATA,2193,Impasse Détour bourdin,Ordures ménagères (bac gris),Vendredi,
1,FORT-DE-FRANCE,2,BAIE DES TOURELLES,15,Avenue des Tourelles,Ordures ménagères (bac gris),Mardi,
1,FORT-DE-FRANCE,2,BAIE DES TOURELLES,15,Avenue des Tourelles,Ordures ménagères (bac gris),Jeudi,
1,FORT-DE-FRANCE,2,BAIE DES TOURELLES,15,Avenue des Tourelles,Ordures ménagères (bac gris),Samedi,
1,FORT-DE-FRANCE,2,BAIE DES TOURELLES,15,Avenue des Tourelles,"Encombrants, déchets verts, DEEE (électroménagers)",Mardi,
1,FORT-DE-FRANCE,2,BAIE DES TOURELLES,15,Avenue des Tourelles,Emballages (bac jaune),Mercredi,Impaire
1,FORT-DE-FRANCE,2,BAIE DES TOURELLES,16,Avenue Nelson Mandela (autre partie),Ordures ménagères (bac gris),Mardi,
1,FORT-DE-FRANCE,2,BAIE DES TOURELLES,16,Avenue Nelson Mandela (autre partie),Ordures ménagères (bac gris),Jeudi,
1,FORT-DE-FRANCE,2,BAIE DES TOURELLES,16,Avenue Nelson Mandela (autre partie),Ordures ménagères (bac gris),Samedi,
1,FORT-DE-FRANCE,2,BAIE DES TOURELLES,16,Avenue Nelson Mandela (autre partie),"Encombrants, déchets verts, DEEE (électroménagers)",Mardi,
1,FORT-DE-FRANCE,2,BAIE DES TOURELLES,17,Résidence Les Hauts de Tourelles (34 rue Henri Fidat),Ordures ménagères (bac gris),Mardi,
1,FORT-DE-FRANCE,2,BAIE DES TOURELLES,17,Résidence Les Hauts de Tourelles (34 rue Henri Fidat),Ordures ménagères (bac gris),Jeudi,
1,FORT-DE-FRANCE,2,BAIE DES TOURELLES,17,Résidence Les Hauts de Tourelles (34 rue Henri Fidat),Ordures ménagères (bac gris),Samedi,
1,FORT-DE-FRANCE,2,BAIE DES TOURELLES,17,Résidence Les Hauts de Tourelles (34 rue Henri Fidat),"Encombrants, déchets verts, DEEE (électroménagers)",Mardi,
1,FORT-DE-FRANCE,2,BAIE DES TOURELLES,17,Résidence Les Hauts de Tourelles (34 rue Henri Fidat),Emballages (bac jaune),Mercredi,Impaire
1,FORT-DE-FRANCE,2,BAIE DES TOURELLES,18,Résidence Archipel,Ordures ménagères (bac gris),Lundi,
1,FORT-DE-FRANCE,2,BAIE DES TOURELLES,18,Résidence Archipel,Ordures ménagères (bac gris),Mercredi,
1,FORT-DE-FRANCE,2,BAIE DES TOURELLES,18,Résidence Archipel,Ordures ménagères (bac gris),Vendredi,
1,FORT-DE-FRANCE,2,BAIE DES TOURELLES,18,Résidence Archipel,"Encombrants, déchets verts, DEEE (électroménagers)",Mardi,
1,FORT-DE-FRANCE,2,BAIE DES TOURELLES,18,Résidence Archipel,Emballages (bac jaune),Mercredi,Impaire
1,FORT-DE-FRANCE,2,BAIE DES TOURELLES,19,Rue de la Tannerie,Ordures ménagères (bac gris),Mardi,
1,FORT-DE-FRANCE,2,BAIE DES TOURELLES,19,Rue de la Tannerie,Ordures ménagères (bac gris),Jeudi,
1,FORT-DE-FRANCE,2,BAIE DES TOURELLES,19,Rue de la Tannerie,Ordures ménagères (bac gris),Samedi,
1,FORT-DE-FRANCE,2,BAIE DES TOURELLES,19,Rue de la Tannerie,"Encombrants, déchets verts, DEEE (électroménagers)",Mardi,
1,FORT-DE-FRANCE,2,BAIE DES TOURELLES,19,Rue de la Tannerie,Emballages (bac jaune),Mercredi,Impaire
